Student ID	Grade	1st	2nd	3rd	4th	5th	6th	7th
2760	9	Costigan, C.- BEG MUSIC TECH	Crews, L.- VIS ART COMP I	Dutton, A.- BIOLOGY	Nelson, K.- 9TH GR LIT AND COMP	McKee, T.- ACADEMIC CONTACT	McElroy, R.- HEALTH	Samela, J.- ALGEBRA: CONC & CONN
2761	10	Mobley, D.- ADV ALG: CONC & CONN	Ernest, K.- FRENCH I	Swanson, K.- WORLD HIST HON	Hembree, R.- ACADEMIC CONTACT	Lohrmann, D.- CHEM	Duncan, K.- AP COMP SCI PRINC	Greco, L.- 10 LIT & COMP HON
2762	12	Hanley, V.- PRECALCULUS	Boyt, M.- ECON & PERS FIN	Thornton, S.- ANAT & PHYS	Schmiedt, I.- ACADEMIC CONTACT	Tshudy, E.- DANCE II	Walsh, B.- 12 BR LIT & COMP	Campbell, L.- EXAM TEACH PROF
2763	12	Csehy, B.- PHYSICS GF	Hughes, J.- SOCIOLOGY	Thompson, E.- AP STAT GIFT	Boyt, M.- ACADEMIC CONTACT	Thornton, C.- AP ENV SC GF	Boyt, M.- AMGOV/CIV HON	Rovie, E.- AP LIT/COMP GF
2764	9	Dehnke, B.- 9TH LIT AND COMP GF	Powers, C.- FRENCH II GF	Bui, A.- A/V TECH/FILM I	Nackers, K.- ACADEMIC CONTACT	Kim, M.- BIOLOGY GF	McKee, T.- ACCEL GEOM: C&C GF	Blankenship, C.- AP HUM GEO GF
2765	12	Rotondi, A.- AMGOV/CIV	Severtson, K.- 12 BR LIT & COMP	Conway, C.- STAT REASONING	Thompson, E.- ACADEMIC CONTACT	Chelko, K.- MAXWELL PM		
2766	9	Morez, A.- ALGEBRA: CONC & CONN	Fendley, L.- HEALTH	Ernest, K.- FRENCH I	Tshudy, E.- MOD DANCE I	Hyacinth, E.- BIOLOGY	Gantz, K.- ACADEMIC CONTACT	Lai, A.- 9TH GR LIT AND COMP
2767	9	Pennell, C.- 9TH LIT AND COMP HON	Bui, A.- A/V TECH/FILM I	Moore, D.- HEALTH	Byrd, J.- FOUND ENG/TECH	Bass, T.- ACCEL GEOM: C&C GF	Dehnke, B.- ACADEMIC CONTACT	Thornton, C.- BIOLOGY HON
2768	11	Katz, P.- US HIST	Huard, B.- PHYSICS	Allgood, A.- LATIN III	Moore, J.- 11 AM LIT & COMP	Dickens, K.- ACADEMIC CONTACT	Vigardt, C.- SCULPTURE I	Thomas, D.- ADV ALG: CONC & CONN
2769	9	Dutton, A.- BIOLOGY	Vigardt, C.- VIS ART COMP II	Pennell, C.- 9TH GR LIT AND COMP	Kim, M.- ACADEMIC CONTACT	McElroy, R.- HEALTH	Barahona, K.- SPAN I	Fowler, A.- ALGEBRA: CONC & CONN
2770	9	Nelson, K.- 9TH GR LIT AND COMP	House, B.- FUND THEA II	Tomlinson, S.- WORLD GEOG	Pearson, J.- HEALTH	Hyacinth, E.- BIOLOGY	Velasco, K.- ACADEMIC CONTACT	Durden, E.- ALGEBRA: CONC & CONN
2771	10	Dunbar, H.- INTRO BUSI TECH	Winzeler, M.- GAME D:ANIM &SIMUL	Nackers, K.- CHEM GF	Freire, M.- ADV ALG: CONC & CONN GF	Jimenez, J.- SPAN II	Filomeno, N.- ACADEMIC CONTACT	Ollinger, L.- 10 LIT & COMP HON
2772	10	Huard, B.- PHYSICS	Campbell, L.- LATIN I	Chambers, K.- US HIST	Phillips, L.- ACADEMIC CONTACT	Cason, C.- INTERMED TEAM SPORTS	Held, H.- 11 AM LIT & COMP	Foote, M.- ADV ALG: CONC & CONN (S)
2773	12	Freire, M.- ADV ALG: CONC & CONN (S)	Robertson, M.- WORLD HIST (S)	Hembree, R.- FOREST SCIENCE	Crews, L.- ACADEMIC CONTACT	Campbell, T.- STAT REASONING	Harrison, L.- 11 AM LIT&COMP (S)	Robertson, M.- AMGOV/CIV
2774	11	Rockwell, S.- 11 AM LIT & COMP	Stanley, L.- ADV BAND I	Costigan, C.- ADV MUSIC TECH	Humphrey, E.- SPAN III GF	Backfisch, R.- AP CAL AB GF	Stebbins, L.- ACADEMIC CONTACT	Chambers, K.- US HIST
2775	11	Huard, B.- PHYSICS	Gilbert, R.- PHYSICAL COND	Pearson, J.- SPORTS MEDICINE	Rockwell, S.- 11 AM LIT & COMP	Cox, T.- ACADEMIC CONTACT	Reason, J.- US HIST	Thomas, D.- ADV ALG: CONC & CONN
2776	9	McElroy, R.- PERSONAL FITNESS	Still, C.- BEG WOM CHOR I	Hyacinth, E.- BIOLOGY	Gantz, K.- 9TH GR LIT AND COMP	Slade, R.- MKT PRIN	Slade, R.- ACADEMIC CONTACT	Durden, E.- ALGEBRA: CONC & CONN
2777	12	Chelko, K.- MAXWELL AM			Thompson, E.- ACADEMIC CONTACT	Myers, M.- PHYSICS HON	Witmer, C.- ECON & PERS FIN	Severtson, K.- 12 BR LIT & COMP
2778	11	Backfisch, R.- GEOMETRY: CONC & CONN	Thomas, J.- US HIST	Filomeno, N.- SPAN I	Moore, J.- 11 AM LIT & COMP	Powers, C.- ACADEMIC CONTACT	Nighbert, C.- GENERAL PE I	Myers, M.- PHYSICS
2779	12	Thornton, S.- FORENSIC SCI HON	Stanley, L.- ADV BAND II	Johnson, M.- PRECALCULUS	Chambers, K.- ACADEMIC CONTACT	Crawford, A.- 12 BR LIT&COMP HON	Allgood, A.- LATIN III	Robertson, M.- AMGOV/CIV
2780	10	Campbell, L.- LATIN I HON	Masocco, J.- ADV ALG: CONC & CONN	Grigg, A.- AP WOR HIST GF	Erwin, J.- CHEM GF	Garcia, C.- ACADEMIC CONTACT	Morrow Gonzalez, S.- 10 LIT & COMP HON	Jackson, D.- MARKT & ENTR
2781	12	Koontz, A.- AP AM GOV GF	Rovie, E.- AP LANG COMP GF	Gorun, J.- AP RES ELA-CAP GF	Thornton, C.- AP ENV SC GF	Phillips, L.- LIN ALG/COM SC GF	Backfisch, R.- ACADEMIC CONTACT	Campbell, T.- AP STAT GIFT
2782	10	Chinik, P.- CHEM HONOR	Mincy, C.- BODY SCULP	Swanson, K.- WORLD HIST HON	Woods, L.- ACADEMIC CONTACT	Goodwin-Morales, A.- SPAN II HON	Darji, V.- GEOMETRY: CONC & CONN	Garcia, C.- 10 LIT & COMP
2783	10	Bell, R.- GEOMETRY: C&C STRAT	Stimpson, D.- CHEM	Daly, K.- WORLD HIST	Morrow Gonzalez, S.- 10 LIT & COMP	McCurley, C.- GEOMETRY: CONC & CONN	Hughes, J.- ACADEMIC CONTACT	Fischer, D.- SPAN I
2784	11	Kimbrough, M.- GERMAN I HON	Stanley, L.- ADV BAND I	Katz, P.- US HISTORY GF	Huard, B.- PHYSICS GF	Jameson, A.- CALC GF	Myers, M.- ACADEMIC CONTACT	Crawford, A.- 11 AM LIT&COMP GF
2785	11	Hanley, V.- PRECALCULUS	Beall, S.- PHYSICS GF	Pearson, J.- SPORTS MEDICINE	Cicora, C.- ADV WGT TN	Reason, J.- AP US HIST GF	Branch, J.- ACADEMIC CONTACT	Kling, D.- 11 AM LIT&COMP GF
2786	10	Chatham, H.- 10 LIT & COMP HON	Chinik, P.- CHEM HONOR	Jimenez, J.- SPAN II	Freire, M.- ADV ALG: CONC & CONN GF	Garcia, C.- ACADEMIC CONTACT	Chambers, K.- AP WOR HIST GF	Slade, R.- F M & RETAIL ESSEI
2787	10	Held, H.- 10 LIT & COMP GF	Gayle, M.- ADV ALG: CONC & CONN GF	Erwin, J.- AP CHEM GF	Humphrey, E.- SPAN III GF	Heaton, A.- ACADEMIC CONTACT	Hembree, R.- FOREST SCIENCE	Koontz, A.- AP WOR HIST GF
2788	9	Nighbert, C.- WGT TN	Gantz, K.- 9TH GR LIT AND COMP	Creasy, A.- MKT PRIN	Samela, J.- ALGEBRA: CONC & CONN	Schneider, E.- BIOLOGY HON	Lai, A.- ACADEMIC CONTACT	Bui, A.- A/V TECH/FILM I
2789	9	Bui, A.- A/V TECH/FILM I	House, B.- FUND THEA II	Samela, J.- ALGEBRA: CONC & CONN	Gantz, K.- 9TH LIT AND COMP HON	Slade, R.- MKT PRIN	Edwards, S.- ACADEMIC CONTACT	MacKay, J.- BIOLOGY
2790	12	Hyacinth, E.- BIOLOGY (S)	Debban, E.- DRAW & PAINT II	Campbell, T.- STAT REASONING	Hill, J.- ECON & PERS FIN	Rockwell, S.- ACADEMIC CONTACT	Harrison, L.- 11 AM LIT&COMP (S)	Cicora, C.- INTRO REC GAMES
2791	9	Martinez, R.- BIOLOGY HON	Rogers, C.- 9TH GR LIT AND COMP	McElroy, R.- PERSONAL FITNESS	Meek, M.- ACCEL GEOM: C&C	Conway, C.- ACADEMIC CONTACT	Meyer, M.- AP HUM GEOG	Kendall, M.- BEG ORCH I
2792	11	Ulloa, D.- 11 AM LIT & COMP	Ulloa, D.- ADV ALG: CONC & CONN	Ulloa, D.- PHYS SCI	Ulloa, D.- US HISTORY	Ulloa, D.- ACADEMIC CONTACT	Ulloa, D.- PSNL FINANCIAL LIT	Ulloa, D.- INTERMED TEAM SPORTS
2793	11	Bryan, J.- PHYSICS	Schmiedt, I.- ADV ALG: C&C STRAT	Nagle, J.- ADV ALG: CONC & CONN	Bell, R.- ACADEMIC CONTACT	Steele, E.- 11 AM LIT & COMP	Debban, E.- VIS ART COMP II	Hernick, D.- US HISTORY
2794	9	Nelson, K.- 9TH GR LIT AND COMP	Slade, R.- F M & RETAIL ESSEI	Chetram, M.- ALGEBRA: CONC & CONN	Pearson, J.- HEALTH	Nackers, K.- CHEM	Slade, R.- ACADEMIC CONTACT	Jones, P.- GENERAL PE I
2795	11	Harrison, L.- 11 AM LIT & COMP	Chambers, K.- US HIST	Chinik, P.- PHYSICS	Hughes, J.- SOCIOLOGY	Foote, M.- ACADEMIC CONTACT	Thomas, D.- PRECALCULUS	Lee, W.- ADV WGT TN
2796	10	Price, T.- ADV F M RETAIL ESS	Rungruang, R.- WORLD HIST	Lohrmann, D.- CHEM	Morrow Gonzalez, S.- 10 LIT & COMP	Chetram, M.- GEOMETRY: CONC & CONN	Hughes, J.- ACADEMIC CONTACT	Jimenez, J.- SPAN II
2797	9	Durden, E.- ALGEBRA: CONC & CONN	Crews, L.- VIS ART COMP I	Pennell, C.- 9TH GR LIT AND COMP	Lowe, L.- ACADEMIC CONTACT	Mincy, C.- PERSONAL FITNESS	Madden, J.- BIOLOGY	Fischer, D.- SPAN I
2798	10	Lowe, L.- LAT II HON	Zoeller, C.- ADV ALG: CONC & CONN	Ollinger, L.- 10 LIT & COMP HON	Hughes, J.- SOCIOLOGY	Dutton, A.- CHEM HONOR	Bui, A.- ACADEMIC CONTACT	Koontz, A.- AP WOR HIST
2799	12	Thornton, C.- AP ENV SC GF	Timmons, S.- AP ART HIS GIF	Hanley, V.- AP CAL AB GF				
2800	9	Vigardt, C.- VIS ART COMP II	Lai, A.- 9TH GR LIT AND COMP (S)	Durden, E.- ALGEBRA:CONC & CONN (S)	Dutton, A.- BIOLOGY	Conway, C.- ACADEMIC CONTACT	McElroy, R.- HEALTH	Cantrell, E.- COMMUN SKILLS I
2801	12	Hanley, V.- PRECALCULUS	Mcdaniel, J.- ECON & PERS FIN HON	Kimbrough, M.- GERMAN II	Lindahl, L.- ADV DRAMA III	Mcdaniel, J.- ACADEMIC CONTACT	Haynes, J.- FORENSIC SCI HON	Rovie, E.- AP LIT/COMP
2802	11	Csehy, B.- PHYSICS HON	Katz, P.- US HISTORY HON	Kaiser, D.- AP PSYCH	Winzeler, M.- PRECALCULUS	Stebbins, L.- 11 AM LIT & COMP H	Huard, B.- ACADEMIC CONTACT	Martin, S.- SPAN III
2803	9	Bass, T.- ACCEL GEOM: C&C	Moore, D.- HEALTH	Edwards, S.- SPAN II HON	Nackers, K.- ACADEMIC CONTACT	Robertson, M.- AP HUM GEOG	Schneider, E.- BIOLOGY HON	Nelson, K.- 9TH LIT AND COMP HON
2804	12	Jones, P.- GENERAL PE I	Hill, J.- AMGOV/CIV	Conway, C.- STAT REASONING	Jones, P.- INTERMED TEAM SPORTS	Mcdaniel, J.- ACADEMIC CONTACT	Haynes, J.- FORENSIC SCI HON	Walsh, B.- 12 BR LIT & COMP
2805	9	Fendley, L.- HEALTH	Settles Livers, C.- ECOLOGY (S)	Mathews, C.- SPAN/N SPEAK I	Durden, E.- ALGEBRA:CONC & CONN (S)	Velasco, K.- MULTICUL LIT/ COMP (S)	Velasco, K.- ACADEMIC CONTACT	Duncan, M.- PERSONAL FITNESS
2806	12	Witmer, C.- AP MACRECON	Erwin, J.- AP CHEM	Gorun, J.- AP RES ELA-CAPSTON	Linderman, A.- PEER LEADERS 1	Backfisch, R.- AP CAL AB	Kling, D.- ACADEMIC CONTACT	Phillips, L.- AP COMP SCI A
2807	10	Edwards, S.- SPAN II HON	Morrison, D.- CHEM HONOR	Swanson, K.- WORLD HIST HON	Harvey, J.- ACADEMIC CONTACT	Samela, J.- GEOMETRY: CONC & CONN	Morrow Gonzalez, S.- 10 LIT & COMP HON	Jackson, D.- MARKT & ENTR
2808	9	Stanley, L.- BEG BAND I	Fendley, L.- HEALTH	Schneider, E.- BIOLOGY	Meyer, M.- ACADEMIC CONTACT	Gault, K.- ALGEBRA: CONC & CONN	Gault, K.- ALGEBRA: C&C STRAT	Pennell, C.- 9TH GR LIT AND COMP
2809	11	Jameson, A.- AP CAL BC GF	Humphrey, E.- AP SPANISH GF	Erwin, J.- AP CHEM GF	Walters, J.- AP US HIST GF	Gorun, J.- 11 AM LIT&COMP GF	Price, T.- ACADEMIC CONTACT	Phillips, L.- AP COMPSCI A GIF
2810	9	McElroy, R.- PERSONAL FITNESS	Gantz, K.- 9TH LIT AND COMP HON	Creasy, A.- MKT PRIN	Stanley, L.- INT BAND I	Kim, M.- BIOLOGY GF	Lai, A.- ACADEMIC CONTACT	Gayle, M.- ALGEBRA: CONC & CONN GF
2811	10	Masocco, J.- ADV ALG: CONC & CONN GF	Lowe, L.- LATIN II GF	Held, H.- 10 LIT & COMP GF	Bass, T.- ACADEMIC CONTACT	Thornton, C.- AP ENV SC GF	Chvatal, J.- AP BIOLOGY N EO GF	Koontz, A.- AP WOR HIST GF
2812	11	Johnson, M.- AP PRECALCULUS GIFTED	Kendall, M.- ADV ORCH I	Hughes, J.- AP US HIST GF	Goodwin-Morales, A.- ACADEMIC CONTACT	Meyer, M.- AP PSYCH GF	Gorun, J.- 11 AM LIT&COMP GF	Csehy, B.- PHYSICS GF
2813	11	Katz, P.- US HIST	Huard, B.- PHYSICS	Stanley, L.- MSTRY BAND I	Ford, P.- ACADEMIC CONTACT	Winzeler, M.- PRECALCULUS	Crawford, A.- 11 AM LIT & COMP H	House, B.- TECH THEATRE I
2814	10	Costigan, C.- BEG MUSIC TECH	Winzeler, M.- GAME D:ANIM &SIMUL	Jameson, A.- AP PRECALCULUS GIFTED	Grigg, A.- AP WOR HIST GF	Meek, M.- ACADEMIC CONTACT	Ollinger, L.- 10 LIT & COMP GF	Harvey, J.- AP PHYSICS I GF
2815	11	Csehy, B.- PHYSICS HON	Branch, J.- US HISTORY HON	Kendall, M.- MSTRY ORCH I	Winzeler, M.- PRECALCULUS	Martin, S.- SPAN III HON	Thornton, C.- ACADEMIC CONTACT	Stebbins, L.- 11 AM LIT & COMP H
2816	11	Hanley, V.- PRECALCULUS	Myers, M.- PHYSICS HON	Kendall, M.- MSTRY ORCH I	Humphrey, E.- SPAN III HON	Johnson, M.- ACADEMIC CONTACT	Crawford, A.- 11 AM LIT & COMP H	Kaiser, D.- AP US HIST
2817	8	Allgood, A.- LATIN I HON						
2818	11	Katz, P.- US HIST	Beall, S.- PHYSICS GF	Freire, M.- ADV ALG: CONC & CONN	Csehy, B.- ACADEMIC CONTACT	Edwards, S.- SPAN II GF	Swanson, K.- AP PSYCH GF	Rockwell, S.- 11 AM LIT&COMP GF
2819	11	Jameson, A.- AP CAL BC GF	Gorun, J.- 11 AM LIT&COMP GF	Keyser, C.- AP PHYSICS I GF	Walters, J.- AP US HIST GF	Phillips, L.- LIN ALG/COM SC GF	Mclendon, J.- ACADEMIC CONTACT	Meyer, M.- AP PSYCH GF
2820	12	Koontz, A.- AP AM GOV GF	Kling, D.- AP LIT/COMP GF	Gorun, J.- AP RES ELA-CAP GF	Linderman, A.- PEER LEADERS 1	Mcdaniel, J.- ACADEMIC CONTACT	Campbell, T.- AP STAT GIFT	Erwin, J.- AP CHEM GF
2821	11	Harrison, L.- 11 AM LIT & COMP	Gilbert, R.- PHYSICAL COND	Meek, M.- ADV ALG: CONC & CONN	Delong, B.- US HISTORY HON	Csehy, B.- PHYSICS	Keyser, C.- ACADEMIC CONTACT	Martin, S.- SPAN III
2822	12	Witmer, C.- AP MACRECON GF	Kling, D.- AP LIT/COMP GF	Stephens, B.- ENG CONCEPTS	Zoeller, C.- ACADEMIC CONTACT	Duncan, K.- AP COMP S PRINC GF	Hall, M.- SOCIOLOGY	Thompson, E.- AP STAT GIFT
2823	10	Jackson, D.- FINANCE LIT	Nackers, K.- CHEM GF	Barahona, K.- SPAN I	Darji, V.- ACADEMIC CONTACT	Harrison, L.- 10 LIT & COMP GF	Mabrey, Z.- WORLD HIST GF	Masocco, J.- ADV ALG: CONC & CONN GF
2824	10	Tomlinson, S.- WORLD HIST HON	Chinik, P.- CHEM HONOR	Foote, M.- ADV ALG: CONC & CONN	Phillips, L.- ACADEMIC CONTACT	Filomeno, N.- SPAN I	Dunbar, H.- FINANCE LIT	Greco, L.- 10 LIT & COMP HON
2825	12					Timmons, S.- AP LANG COMP	Campbell, T.- AP STAT	Chvatal, J.- AP BIOLOGY N EO
2826	11	Jameson, A.- AP CAL BC GF	Gorun, J.- 11 AM LIT&COMP GF	Keyser, C.- AP PHYSICS I GF	Kaiser, D.- AP PSYCH GF	Reason, J.- AP US HIST GF	Thornton, C.- ACADEMIC CONTACT	Edwards, S.- AP SPANISH GF
2827	11	Johnson, M.- AP PRECALCULUS GIFTED	Stebbins, L.- 11 AM LIT&COMP GF	Walters, J.- AP US HIST GF	Keyser, C.- AP PHYSICS I GF	Edwards, S.- SPAN II GF	Keyser, C.- ACADEMIC CONTACT	Thornton, S.- ANAT & PHY GF
2828	12	Chelko, K.- GRAYSON AM			Thompson, E.- ACADEMIC CONTACT	Backfisch, R.- AP CAL AB GF	Mcdaniel, J.- ECON & PERS FIN HON	Phillips, L.- AP COMPSCI A GIF
2829	11	Bryan, J.- PHYSICS	Steele, E.- 11 AM LIT & COMP	Byrd, J.- INTRO/SOFTWARE TECH	Williams, R.- ACADEMIC CONTACT	Price, T.- INTRO BUSI TECH	Hernick, D.- US HISTORY	Gault, K.- STDYSKILLS A
2830	9	Heaton, A.- STDYSKILLS A	Bui, A.- A/V TECH/FILM I	Lai, A.- 9TH GR LIT AND COMP	Byrd, J.- FOUND ENG/TECH	Fowler, A.- ALGEBRA: CONC & CONN	Slade, R.- ACADEMIC CONTACT	Schneider, E.- BIOLOGY
2831	12	Thornton, S.- FORENSIC SCI HON	Price, T.- PRIN OF ACCOUNT I	Slade, R.- F M & RETAIL ESSEI				
2832	9	Hembree, R.- BASIC AGRI SCI	Greco, L.- 9TH LIT AND COMP GF	Jimenez, J.- SPAN II	Lowe, L.- ACADEMIC CONTACT	Blankenship, C.- AP HUM GEO GF	Kim, M.- BIOLOGY GF	Gayle, M.- ALGEBRA: CONC & CONN GF
2833	12			Jones, P.- GENERAL PE I	Jones, P.- INTERMED TEAM SPORTS			
2834	12	Jackson, D.- FINANCE LIT	Price, T.- PRIN OF ACCOUNT I	Campbell, T.- STAT REASONING	Crews, L.- ACADEMIC CONTACT	Crawford, A.- 12 BR LIT&COMP HON	Walters, J.- CONTEM ISSUES	Cicora, C.- INTRO REC GAMES
2835	11	Hughes, J.- AP US HIST GF	Kimbrough, M.- GERMAN I	Jameson, A.- AP PRECALCULUS GIFTED	Ford, P.- ACADEMIC CONTACT	Stebbins, L.- 11 AM LIT&COMP GF	Swanson, K.- AP PSYCH GF	Chvatal, J.- AP BIOLOGY N EO GF
2836	11	Branch, J.- US HISTORY HON	Keyser, C.- AP PHYSICS I	Mclendon, J.- PRECALCULUS	Jameson, A.- ACADEMIC CONTACT	Bui, A.- A/V TECH/FILM III	Stephens, B.- ENG APPLICATION	Velasco, K.- 11 AM LIT & COMP H
2837	12	Crawford, A.- 12 BR LIT&COMP HON	Rotondi, A.- AMGOV/CIV HON	Tshudy, E.- BALLET I	Hall, M.- SOCIOLOGY	Thornton, C.- AP ENV SC	Martin, S.- ACADEMIC CONTACT	Conway, C.- STAT REASONING
2838	10	Lee, W.- ADV WGT TN	Swanson, K.- WORLD HIST GF	Ollinger, L.- 10 LIT & COMP HON	Allgood, A.- ACADEMIC CONTACT	Dutton, A.- CHEM HONOR	Cox, T.- ADV ALG: CONC & CONN	Fischer, D.- SPAN I
2839	11	Debban, E.- DRAW/PAINT I	Velasco, K.- 11 AM LIT&COMP GF	Humphrey, E.- SPAN III GF	Keyser, C.- AP PHYSICS I GF	Foote, M.- ACADEMIC CONTACT	Delong, B.- US HISTORY GF	Jameson, A.- AP PRECALCULUS GIFTED
2840	11	Stebbins, L.- 11 AM LIT&COMP GF	Meyer, M.- AP PSYCH GF	Powers, C.- FRENCH III GF	Williams, R.- ACADEMIC CONTACT	Myers, M.- PHYSICS GF	Kaiser, D.- AP US HIST GF	Backfisch, R.- AP CAL AB GF
2841	11	Hanley, V.- PRECALCULUS	Stanley, L.- ADV BAND I	Kaiser, D.- AP PSYCH GF	Thornton, C.- AP ENV SC GF	Stebbins, L.- 11 AM LIT&COMP GF	Keyser, C.- ACADEMIC CONTACT	Delong, B.- US HISTORY GF
2842	10	Stimpson, D.- CHEM	Samela, J.- GEOMETRY: CONC & CONN	Still, C.- INT WOM CHOR I	Garcia, C.- 10 LIT & COMP	Barahona, K.- ACADEMIC CONTACT	Dunbar, H.- FINANCE LIT	Shelnutt, R.- WORLD HIST
2843	10	Chinik, P.- CHEM HONOR	Hildebrand, W.- WORLD HIST	Stephens, B.- ENG CONCEPTS	Bell, R.- ACADEMIC CONTACT	Ford, P.- 10 LIT & COMP	Freire, M.- ADV ALG: CONC & CONN	Humphrey, E.- SPAN III HON
2844	9	Rogers, C.- 9TH GR LIT AND COMP	Bui, A.- A/V TECH/FILM I	Tomlinson, S.- WORLD GEOG	Meyer, M.- ACADEMIC CONTACT	Pearson, J.- HEALTH	Madden, J.- BIOLOGY	Durden, E.- ALGEBRA: CONC & CONN
2845	11		Clemens, W.- 11 AM LIT & COMP H	Beall, S.- PHYSICS HON	Cox, T.- ADV ALG: CONC & CONN	Kendall, M.- INT/ADV ORCHESTRA I		
2846	11	Clemens, W.- 11 AM LIT & COMP H	Martin, S.- SPAN III HON	Katz, P.- US HISTORY HON	Williams, R.- ACADEMIC CONTACT	Jameson, A.- CALC	Duncan, K.- AP COMP SCI PRINC	Beall, S.- ENGY/POWER TECH
2847	9	Lester, G.- HOSP/TOURISM ESSEN	Ernest, K.- FRENCH I	Hyacinth, E.- BIOLOGY	McKee, T.- ACCEL GEOM: C&C GF	Conway, C.- ACADEMIC CONTACT	Debban, E.- VIS ART COMP II	Nelson, K.- 9TH LIT AND COMP HON
2848	10	Huard, B.- PHYSICS	Cason, C.- INTRO TEAM SPORTS	Lester, G.- HOSP/TOURISM ESSEN	Thomas, D.- ADV ALG: CONC & CONN	Daly, K.- ACADEMIC CONTACT	Held, H.- 11 AM LIT & COMP	Chambers, K.- US HIST
2849	11	Mclendon, J.- PRECALCULUS	Mincy, C.- BODY SCULP	Chinik, P.- PHYSICS	Stebbins, L.- 11 AM LIT & COMP H	Whisonant, M.- ACADEMIC CONTACT	Parham, C.- US HISTORY HON	Jimenez, J.- SPAN II
2850	12							Bonnett, W.- PHYSICS GF
2851	11	Mobley, D.- ADV ALG: CONC & CONN	Huard, B.- PHYSICS	Chambers, K.- US HIST	Jameson, A.- ACADEMIC CONTACT	Jimenez, J.- SPAN II	Harrison, L.- 11 AM LIT&COMP (S)	Hall, M.- SOCIOLOGY
2852	12	Martin, S.- SPAN III	Kling, D.- AP LIT/COMP	Boyt, M.- ECON & PERS FIN HON	Johnson, M.- PRECALCULUS	Meyer, M.- AP PSYCH	Martin, S.- ACADEMIC CONTACT	Thornton, S.- ANAT & PHYS
2853	9	Dehnke, B.- 9TH LIT AND COMP GF	Crews, L.- VIS ART COMP I	Edwards, S.- SPAN II GF	Robertson, M.- AP HUM GEO GF	Sciarrotta, K.- ACADEMIC CONTACT	Meek, M.- ACCEL GEOM: C&C GF	Nackers, K.- CHEM GF
2854	10	Shelnutt, R.- WORLD HIST	Nighbert, C.- WGT TN	Lohrmann, D.- CHEM	Morrow Gonzalez, S.- 10 LIT & COMP	Filomeno, N.- SPAN I	Jimenez, J.- ACADEMIC CONTACT	Mobley, D.- ADV ALG: CONC & CONN
2855	10	Jimenez, J.- SPAN II	Cox, T.- ADV ALG: CONC & CONN	Chatham, H.- 10 LIT & COMP HON	Stanley, L.- INT BAND I	Hildebrand, W.- WORLD HIST HON	Erwin, J.- ACADEMIC CONTACT	Dutton, A.- CHEM HONOR
2856	9	House, B.- FUND THEA II	Crews, L.- VIS ART COMP I	Martinez, R.- BIOLOGY HON	McKee, T.- ACCEL GEOM: C&C GF	Still, C.- BEG MEN'S CHORUS I	Duncan, M.- ACADEMIC CONTACT	Nelson, K.- 9TH LIT AND COMP HON
2857	10	Beall, S.- ENGY/POWER TECH	Rossino, K.- LATIN III GF	Grigg, A.- AP WOR HIST GF	Cox, T.- ADV ALG: CONC & CONN GF	Ollinger, L.- 10 LIT & COMP HON	Hughes, J.- ACADEMIC CONTACT	Steiner, D.- CHEM GF
2858	9	Durden, E.- ALGEBRA: CONC & CONN	Nelson, K.- 9TH GR LIT AND COMP	Tomlinson, S.- WORLD GEOG	Dutton, A.- BIOLOGY	Sciarrotta, K.- ACADEMIC CONTACT	Whisonant, M.- SPAN I	Duncan, M.- PERSONAL FITNESS
2859	9	Costigan, C.- BEG MUSIC TECH	Gilbert, R.- WGT TN	Pennell, C.- 9TH GR LIT AND COMP	Dutton, A.- BIOLOGY	Madden, J.- ACADEMIC CONTACT	Barahona, K.- SPAN I	Bass, T.- ACCEL GEOM: C&C
2860	10	Ernest, K.- FREN I HON	Beall, S.- PHYSICS GF	Grigg, A.- AP WOR HIST GF	Hembree, R.- ACADEMIC CONTACT	Harrison, L.- 10 LIT & COMP GF	Kendall, M.- INT ORCH I	Jameson, A.- AP PRECALCULUS GIFTED
2861	10	Beall, S.- ENGY/POWER TECH	Swanson, K.- WORLD HIST HON	McKee, T.- GEOMETRY: CONC & CONN	Steiner, D.- CHEM HONOR	Shelnutt, R.- ACADEMIC CONTACT	Morrow Gonzalez, S.- 10 LIT & COMP HON	Jackson, D.- MARKT & ENTR
2862	9	Masocco, J.- ADV ALG: CONC & CONN GF	Dehnke, B.- 9TH LIT AND COMP GF	Mincy, C.- BODY SCULP	Martinez, R.- ACADEMIC CONTACT	Fischer, D.- SPAN I HON	Meyer, M.- AP HUM GEO GF	Nackers, K.- CHEM GF
2863	8	Kimbrough, M.- GERMAN I HON						
2864	11	Csehy, B.- PHYSICS HON	Powers, C.- FRENCH II HON	Masocco, J.- ADV ALG: CONC & CONN	Clemens, W.- ACADEMIC CONTACT	Vigardt, C.- AP STUDIO ART DRAW	Gorun, J.- 11 AM LIT & COMP H	Thomas, J.- US HISTORY HON
2865	12	Phillips, L.- ADV CALC II GF	Kendall, M.- ADV ORCH I	Martin, S.- SPAN III GF	Witmer, C.- AP MACRECON GF	Rockwell, S.- ACADEMIC CONTACT	Phillips, L.- AP COMPSCI A GIF	Rogers, C.- 12 BR LIT&COMP GF
